Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Loyalty_Level
1421,17,22,3807.3284060977194,5,3,4,12,1
1422,330,49,1112.3568819550328,1,5,2,8,2
1423,57,15,2071.1525498353813,5,2,3,10,1
1424,311,1,990.9325836479269,1,1,1,3,3
1425,303,2,4771.541916005187,1,1,5,7,2
1426,12,8,2994.608213892323,5,1,3,9,2
1427,318,22,3774.230414817258,1,3,4,8,2
1428,80,25,3571.905161887127,4,3,4,11,1
1429,216,2,4369.709923316516,3,1,5,9,2
1430,339,9,4747.145614941842,1,1,5,7,2
1431,264,9,171.906407140865,2,1,1,4,3
1432,149,13,4876.752887700763,3,2,5,10,1
1433,81,6,4354.006890898339,4,1,5,10,1
1434,215,30,1920.9075694035005,3,3,2,8,2
1435,198,15,4186.9755203597815,3,2,5,10,1
1436,200,15,3685.424331831438,3,2,4,9,2
1437,25,7,3967.640739681562,5,1,4,10,1
1438,89,11,1111.2482538668862,4,2,2,8,2
1439,268,40,3246.3328726589702,2,4,4,10,1
1440,143,38,139.3702125534612,4,4,1,9,2
1441,59,40,4242.663371438715,5,4,5,14,0
1442,26,2,4755.704432654187,5,1,5,11,1
1443,47,48,3313.9959687700866,5,5,4,14,0
1444,288,39,2568.2215693482503,2,4,3,9,2
1445,266,10,3631.398135921725,2,1,4,7,2
1446,16,44,1638.5428282408386,5,5,2,12,1
1447,199,17,3135.675101104565,3,2,4,9,2
1448,282,7,3597.6749671391567,2,1,4,7,2
1449,86,40,721.9770995911259,4,4,1,9,2
1450,250,39,708.9393474279959,2,4,1,7,2
1451,270,4,3583.529506794391,2,1,4,7,2
1452,335,35,2164.594645885825,1,4,3,8,2
1453,117,47,4447.115477319891,4,5,5,14,0
1454,7,36,1566.5750219626198,5,4,2,11,1
1455,137,31,221.72937887073627,4,4,1,9,2
1456,176,25,3252.881385865283,3,3,4,10,1
1457,328,41,3424.3537407468775,1,5,4,10,1
1458,315,13,2772.4221288037643,1,2,3,6,3
1459,215,18,3419.829902016044,3,2,4,9,2
1460,82,21,2623.5341789272306,4,3,3,10,1
1461,223,48,3466.2377523342375,2,5,4,11,1
1462,103,1,229.24765871042064,4,1,1,6,3
1463,273,36,1848.3028774028971,2,4,2,8,2
1464,14,8,1061.9764205888862,5,1,2,8,2
1465,159,48,505.6374316720203,3,5,1,9,2
1466,152,21,1178.1222544686989,3,3,2,8,2
1467,108,43,964.6399839786229,4,5,1,10,1
1468,188,21,4865.92562792437,3,3,5,11,1
1469,301,27,1439.864129415129,1,3,2,6,3
1470,98,19,1162.485261034326,4,2,2,8,2
1471,131,23,4176.023786282274,4,3,5,12,1
1472,293,43,2101.389924171506,1,5,3,9,2
1473,171,35,2113.1125877620525,3,4,3,10,1
1474,183,40,2223.5164272369575,3,4,3,10,1
1475,364,42,2088.507185541867,1,5,3,9,2
1476,39,48,1639.5616202446533,5,5,2,12,1
1477,15,5,1438.8338183484013,5,1,2,8,2
1478,4,41,4410.978785662352,5,5,5,15,0
1479,349,8,816.9196572154275,1,1,1,3,3
1480,210,11,913.5011410854669,3,2,1,6,3
1481,161,16,2862.8783111209614,3,2,3,8,2
1482,16,39,1724.8563125170479,5,4,2,11,1
1483,108,47,2113.4315305866658,4,5,3,12,1
1484,311,24,4034.6675733745083,1,3,5,9,2
1485,227,21,4519.118991281756,2,3,5,10,1
1486,170,23,3954.86286098717,3,3,4,10,1
1487,34,49,1182.2920338208503,5,5,2,12,1
1488,251,38,4900.056735149161,2,4,5,11,1
1489,247,47,1822.2507390723183,2,5,2,9,2
1490,269,8,853.6446352114189,2,1,1,4,3
1491,141,7,2502.4885602855197,4,1,3,8,2
1492,274,2,3629.175990478386,2,1,4,7,2
1493,96,30,425.5216977272894,4,3,1,8,2
1494,227,13,3175.0917039590286,2,2,4,8,2
1495,39,23,4291.808837898716,5,3,5,13,0
1496,302,29,1316.2895986335175,1,3,2,6,3
1497,29,38,3468.6848287617704,5,4,4,13,0
1498,318,37,2005.5440635025986,1,4,2,7,2
1499,245,20,2076.5343642665125,2,2,3,7,2
1500,236,33,1411.2620157324748,2,4,2,8,2
1501,185,29,3125.725044235078,3,3,4,10,1
1502,272,15,1811.3862726204713,2,2,2,6,3
1503,236,23,4156.205987273276,2,3,5,10,1
1504,239,42,4814.898061017159,2,5,5,12,1
1505,266,3,4676.087523404213,2,1,5,8,2
1506,359,37,824.0105812350129,1,4,1,6,3
1507,340,29,80.8095969738051,1,3,1,5,3
1508,65,45,2197.957022199567,5,5,3,13,0
1509,177,8,3647.1297012842115,3,1,4,8,2
1510,3,22,4887.501788991455,5,3,5,13,0
1511,142,29,3919.2772848448067,4,3,4,11,1
1512,158,2,2906.941116116529,3,1,3,7,2
1513,324,41,141.50103202544148,1,5,1,7,2
1514,146,49,4129.448050621699,4,5,5,14,0
1515,293,45,893.9537193067634,1,5,1,7,2
1516,153,1,287.47650579208414,3,1,1,5,3
1517,193,44,4253.29064829778,3,5,5,13,0
1518,73,20,2835.5918306813146,5,2,3,10,1
1519,305,21,651.4724733236422,1,3,1,5,3
1520,344,37,1938.847889238665,1,4,2,7,2
1521,140,8,436.85291945556105,4,1,1,6,3
1522,187,27,3193.673926569732,3,3,4,10,1
1523,293,47,1419.3120590499473,1,5,2,8,2
1524,61,35,4331.80971551322,5,4,5,14,0
1525,198,6,1795.4021838102628,3,1,2,6,3
1526,295,45,2478.2229764693893,1,5,3,9,2
1527,319,44,326.9817535548159,1,5,1,7,2
1528,302,19,1385.2071570534094,1,2,2,5,3
1529,344,18,3387.0686857360806,1,2,4,7,2
1530,11,1,3683.951211210424,5,1,4,10,1
1531,62,25,1221.681056506056,5,3,2,10,1
1532,333,27,2524.0622926163323,1,3,3,7,2
1533,226,7,4089.4802149704806,2,1,5,8,2
1534,153,44,1905.751702838881,3,5,2,10,1
1535,199,42,677.5186241103783,3,5,1,9,2
1536,52,29,2165.0332441662217,5,3,3,11,1
1537,260,31,3007.1370405058356,2,4,3,9,2
1538,59,44,46.91865567997379,5,5,1,11,1
1539,72,43,1749.3518583368373,5,5,2,12,1
1540,148,36,3041.1047462668716,3,4,4,11,1
1541,349,19,4760.040630722905,1,2,5,8,2
1542,63,6,2048.658175053567,5,1,3,9,2
1543,310,25,823.2316047418383,1,3,1,5,3
1544,243,31,2675.753298854598,2,4,3,9,2
1545,330,9,1435.9042818874052,1,1,2,4,3
1546,107,20,1081.749202580772,4,2,2,8,2
1547,226,10,2956.1122625500293,2,1,3,6,3
1548,313,37,4580.258836338666,1,4,5,10,1
1549,218,27,4177.768779653036,2,3,5,10,1
1550,241,13,919.6397689567714,2,2,1,5,3
1551,259,41,3831.7384971657834,2,5,4,11,1
1552,262,2,1157.0444855231126,2,1,2,5,3
1553,5,21,1460.5992908591638,5,3,2,10,1
1554,261,33,4601.057019348609,2,4,5,11,1
1555,54,24,4556.1402520617185,5,3,5,13,0
1556,47,44,851.4675150803602,5,5,1,11,1
1557,215,42,330.3173610581723,3,5,1,9,2
1558,177,34,1472.6593351523743,3,4,2,9,2
1559,9,9,2913.057548291065,5,1,3,9,2
1560,99,2,4385.6894723034675,4,1,5,10,1
1561,20,30,602.9985706134506,5,3,1,9,2
1562,241,22,2080.642925990573,2,3,3,8,2
1563,61,46,1366.031435735423,5,5,2,12,1
1564,178,11,84.49554650772815,3,2,1,6,3
1565,338,43,3944.346841357062,1,5,4,10,1
1566,62,17,4068.2882237067092,5,2,5,12,1
1567,145,36,1113.933018258829,4,4,2,10,1
1568,216,13,764.6888477014363,3,2,1,6,3
1569,3,7,731.3586595747639,5,1,1,7,2
1570,160,16,2325.096476923794,3,2,3,8,2
1571,227,33,1240.0129813044914,2,4,2,8,2
1572,269,45,2561.66465601762,2,5,3,10,1
1573,120,1,1930.4101683876802,4,1,2,7,2
1574,89,11,1062.3426214559463,4,2,2,8,2
1575,329,6,3758.4470298909982,1,1,4,6,3
1576,68,20,760.3158127757556,5,2,1,8,2
1577,357,35,3996.5225509539814,1,4,4,9,2
1578,98,44,2811.617454614558,4,5,3,12,1
1579,267,37,4161.865341955457,2,4,5,11,1
1580,105,41,33.74760994882604,4,5,1,10,1
1581,323,26,3748.45070998706,1,3,4,8,2
1582,123,12,267.06281032306543,4,2,1,7,2
1583,29,30,4750.992607998725,5,3,5,13,0
1584,137,28,3516.6700470687697,4,3,4,11,1
1585,195,27,1607.6597302005764,3,3,2,8,2
1586,226,42,1606.0539593002907,2,5,2,9,2
1587,332,19,4308.84697479594,1,2,5,8,2
1588,170,5,4515.172240978767,3,1,5,9,2
1589,9,5,4458.950672383331,5,1,5,11,1
1590,40,41,4045.6140599059745,5,5,5,15,0
1591,25,27,4096.969783973501,5,3,5,13,0
1592,261,28,2868.111835359022,2,3,3,8,2
1593,226,26,150.87295421585,2,3,1,6,3
1594,124,27,442.9986774743847,4,3,1,8,2
1595,38,49,3251.270714536938,5,5,4,14,0
1596,328,42,2011.8141500318645,1,5,3,9,2
1597,251,21,2840.875057899515,2,3,3,8,2
1598,176,1,1163.0773368844223,3,1,2,6,3
1599,90,28,3250.591696479528,4,3,4,11,1
1600,37,48,1221.71942552477,5,5,2,12,1
1601,316,15,2309.4558618970163,1,2,3,6,3
1602,176,17,2398.8122989599983,3,2,3,8,2
1603,284,26,896.5644668974044,2,3,1,6,3
1604,81,20,4382.276554674322,4,2,5,11,1
1605,114,25,2633.847070802869,4,3,3,10,1
1606,40,13,4335.251051912346,5,2,5,12,1
1607,301,33,1320.053120524661,1,4,2,7,2
1608,224,25,869.9563678860214,2,3,1,6,3
1609,318,8,99.90307162444704,1,1,1,3,3
1610,349,5,478.38465203527124,1,1,1,3,3
1611,115,6,745.8783183841933,4,1,1,6,3
1612,186,23,403.48925626606797,3,3,1,7,2
1613,323,30,4485.427682759515,1,3,5,9,2
1614,56,14,4558.0771566294015,5,2,5,12,1
1615,40,23,4687.439734652469,5,3,5,13,0
1616,354,11,4799.705574512587,1,2,5,8,2
1617,40,31,2464.256675049492,5,4,3,12,1
1618,347,6,2654.8229377565017,1,1,3,5,3
1619,237,11,662.8438385820266,2,2,1,5,3
1620,289,13,693.8896683827699,2,2,1,5,3
1621,262,12,3866.054628893777,2,2,4,8,2
1622,216,2,4280.088129867287,3,1,5,9,2
1623,147,35,3925.7250088491496,3,4,4,11,1
1624,336,36,4174.533566324816,1,4,5,10,1
1625,168,17,1390.085873987216,3,2,2,7,2
1626,92,28,2335.6682637504905,4,3,3,10,1
1627,353,28,2301.4049231429813,1,3,3,7,2
1628,59,22,4976.464181677234,5,3,5,13,0
1629,59,38,4746.398320377672,5,4,5,14,0
1630,304,7,2996.4456710657705,1,1,3,5,3
1631,169,15,698.4859343720599,3,2,1,6,3
1632,269,32,1300.394232767079,2,4,2,8,2
1633,363,11,1825.1701593588616,1,2,2,5,3
1634,45,24,4367.326181870214,5,3,5,13,0
1635,345,3,861.4559607462542,1,1,1,3,3
1636,181,30,1106.5371139742444,3,3,2,8,2
1637,170,6,1753.4296114324368,3,1,2,6,3
1638,356,2,4635.281841380383,1,1,5,7,2
1639,191,14,2524.0223329741716,3,2,3,8,2
1640,155,41,3237.711822621697,3,5,4,12,1
1641,188,18,1942.2442923001904,3,2,2,7,2
1642,7,44,950.7253344312489,5,5,1,11,1
1643,133,31,1121.774681668316,4,4,2,10,1
1644,235,13,4015.3293893762375,2,2,5,9,2
1645,45,26,4468.475371215993,5,3,5,13,0
1646,314,44,2470.4475229067934,1,5,3,9,2
1647,249,12,1791.40269202169,2,2,2,6,3
1648,31,18,4041.0973312710394,5,2,5,12,1
1649,23,9,3368.74292765383,5,1,4,10,1
1650,160,49,213.9611476533094,3,5,1,9,2
1651,363,21,1760.1970854252254,1,3,2,6,3
1652,158,48,3414.043161397849,3,5,4,12,1
1653,39,49,2872.662303251976,5,5,3,13,0
1654,82,40,4890.555871142651,4,4,5,13,0
1655,356,43,4331.915737344199,1,5,5,11,1
1656,258,24,308.0946445989923,2,3,1,6,3
1657,206,34,3631.5873882050796,3,4,4,11,1
1658,77,8,1688.2697955290846,4,1,2,7,2
1659,12,44,3413.5926883988727,5,5,4,14,0
1660,295,33,3089.9506845960677,1,4,4,9,2
1661,224,23,2520.220793142737,2,3,3,8,2
1662,13,13,4266.218276154379,5,2,5,12,1
1663,46,49,3546.3624021144074,5,5,4,14,0
1664,155,14,4448.880021365013,3,2,5,10,1
1665,113,14,1415.202708024216,4,2,2,8,2
1666,233,16,1747.1563477270643,2,2,2,6,3
1667,17,49,3113.5372355542395,5,5,4,14,0
1668,360,38,4832.657542435062,1,4,5,10,1
1669,223,39,1864.1946756925342,2,4,2,8,2
1670,354,26,171.145313836781,1,3,1,5,3
1671,188,26,2234.980897555564,3,3,3,9,2
1672,344,1,2724.2085170198256,1,1,3,5,3
1673,163,32,4006.9271694107206,3,4,4,11,1
1674,326,15,3645.716395183228,1,2,4,7,2
1675,74,21,4823.666776784497,4,3,5,12,1
1676,233,18,3915.5869751767664,2,2,4,8,2
1677,224,30,1500.1559009687346,2,3,2,7,2
1678,319,13,3210.487751791047,1,2,4,7,2
1679,60,24,3364.483555048796,5,3,4,12,1
1680,335,30,4990.1223689544095,1,3,5,9,2
1681,222,2,702.3021770216202,2,1,1,4,3
1682,37,19,964.7142584253794,5,2,1,8,2
1683,278,47,786.0130836033578,2,5,1,8,2
1684,196,44,2949.4099696881594,3,5,3,11,1
1685,352,47,685.1523504477603,1,5,1,7,2
1686,242,25,3283.4784674336324,2,3,4,9,2
1687,324,14,4020.832513812452,1,2,5,8,2
1688,219,6,2169.6366917922337,2,1,3,6,3
1689,192,12,2807.818558628426,3,2,3,8,2
1690,17,20,4564.483195623541,5,2,5,12,1
1691,12,23,2852.1339287117307,5,3,3,11,1
1692,193,30,1050.9417046539884,3,3,2,8,2
1693,22,30,1722.5370542323756,5,3,2,10,1
1694,120,38,2653.930558663948,4,4,3,11,1
1695,210,30,782.9394505930288,3,3,1,7,2
1696,306,41,3066.4739784307776,1,5,4,10,1
1697,270,30,4996.2379985012885,2,3,5,10,1
1698,192,36,3266.1494750554125,3,4,4,11,1
1699,175,49,1868.3316086320615,3,5,2,10,1
1700,285,34,1665.414993488502,2,4,2,8,2
1701,204,16,4658.700579810303,3,2,5,10,1
1702,164,24,4358.856309987493,3,3,5,11,1
1703,251,14,2367.0695147918486,2,2,3,7,2
1704,227,26,1773.538676856418,2,3,2,7,2
1705,7,8,3555.216775146298,5,1,4,10,1
1706,29,14,1579.3673530158712,5,2,2,9,2
1707,33,31,605.8221289401769,5,4,1,10,1
1708,134,2,1557.6595393846164,4,1,2,7,2
1709,79,48,2177.1369507648374,4,5,3,12,1
1710,58,4,1284.5027661537135,5,1,2,8,2
1711,26,1,1091.9004919302376,5,1,2,8,2
1712,226,20,40.63941169684175,2,2,1,5,3
1713,285,14,3157.9054792061925,2,2,4,8,2
1714,4,40,3076.1002221574336,5,4,4,13,0
1715,99,25,948.2459364759338,4,3,1,8,2
1716,39,25,4718.8138583378095,5,3,5,13,0
1717,271,3,2053.758800005743,2,1,3,6,3
1718,285,5,137.14237354576971,2,1,1,4,3
1719,157,38,1106.6618671515694,3,4,2,9,2
1720,75,26,3463.4167465132614,4,3,4,11,1
1721,288,40,1016.0832950648704,2,4,1,7,2
1722,130,38,279.02316979152,4,4,1,9,2
1723,175,38,3092.354044759418,3,4,4,11,1
1724,84,4,2596.5904050649733,4,1,3,8,2
1725,22,7,3808.7165221312825,5,1,4,10,1
1726,27,30,3865.4306288352673,5,3,4,12,1
1727,195,30,4800.076916400767,3,3,5,11,1
1728,337,19,294.5175446525084,1,2,1,4,3
1729,236,39,204.55720489295945,2,4,1,7,2
1730,92,35,4936.113269658027,4,4,5,13,0
1731,21,40,3227.7909097077995,5,4,4,13,0
1732,303,33,3579.698992941181,1,4,4,9,2
1733,357,33,491.4452784784906,1,4,1,6,3
1734,84,14,358.3653273332015,4,2,1,7,2
1735,262,38,809.6654337394972,2,4,1,7,2
1736,147,10,2141.706057959373,3,1,3,7,2
1737,257,28,559.7791518375487,2,3,1,6,3
1738,58,14,2237.2053647997313,5,2,3,10,1
1739,15,36,2812.06415647567,5,4,3,12,1
1740,162,38,11.661509746688663,3,4,1,8,2
1741,163,16,580.0856976519676,3,2,1,6,3
1742,320,21,1882.224006921715,1,3,2,6,3
1743,281,28,276.1156655570328,2,3,1,6,3
1744,280,33,676.309576827579,2,4,1,7,2
1745,12,6,1166.6639883752127,5,1,2,8,2
1746,274,41,2153.7110566965584,2,5,3,10,1
1747,271,15,3577.037617704179,2,2,4,8,2
1748,208,44,672.116173010971,3,5,1,9,2
1749,27,3,3692.413273827568,5,1,4,10,1
1750,72,43,4276.753041288932,5,5,5,15,0
1751,60,47,3260.8790467573144,5,5,4,14,0
1752,145,35,228.19122018471106,4,4,1,9,2
1753,93,14,2208.861897767932,4,2,3,9,2
1754,309,2,3303.7293481511642,1,1,4,6,3
1755,8,29,4892.7805416904885,5,3,5,13,0
1756,79,4,4759.523856465519,4,1,5,10,1
1757,27,26,1984.5587406551947,5,3,2,10,1
1758,174,12,3083.496050403212,3,2,4,9,2
1759,50,2,4455.1675853343095,5,1,5,11,1
1760,199,17,4156.92077440722,3,2,5,10,1
1761,349,35,2402.3149522226213,1,4,3,8,2
1762,181,10,1313.5942411492006,3,1,2,6,3
1763,24,48,694.1287345261766,5,5,1,11,1
1764,316,22,2445.0209738654635,1,3,3,7,2
1765,46,41,3617.000917963013,5,5,4,14,0
1766,15,43,4849.150868949167,5,5,5,15,0
1767,153,21,4310.456375067213,3,3,5,11,1
1768,222,15,1029.1623666883265,2,2,2,6,3
1769,206,35,3601.692852844125,3,4,4,11,1
1770,273,48,1452.6152567535678,2,5,2,9,2
1771,236,21,3420.528246223646,2,3,4,9,2
1772,340,21,3332.369247699255,1,3,4,8,2
1773,228,21,1369.4287085984517,2,3,2,7,2
1774,9,44,1179.5992148842595,5,5,2,12,1
1775,166,32,528.64943531874,3,4,1,8,2
1776,319,5,262.1927876550872,1,1,1,3,3
1777,214,39,4293.67078369379,3,4,5,12,1
1778,117,9,258.74847922885795,4,1,1,6,3
1779,344,18,452.8184209603194,1,2,1,4,3
1780,72,21,1201.8716564873173,5,3,2,10,1
1781,64,8,4439.415059026758,5,1,5,11,1
1782,205,44,1671.3723985067347,3,5,2,10,1
1783,209,34,967.0797917083949,3,4,1,8,2
1784,72,10,3580.6219240175246,5,1,4,10,1
1785,277,41,1602.1580767947416,2,5,2,9,2
1786,274,24,1673.4995240002193,2,3,2,7,2
1787,320,40,3697.493213733295,1,4,4,9,2
1788,338,24,1265.7475498854462,1,3,2,6,3
1789,95,32,4484.832638051072,4,4,5,13,0
1790,166,33,2811.494173211743,3,4,3,10,1
1791,32,38,2693.780238750346,5,4,3,12,1
1792,11,44,1331.113652980386,5,5,2,12,1
1793,301,49,4177.120757248329,1,5,5,11,1
1794,217,34,2868.020258848792,3,4,3,10,1
1795,289,11,786.0275740470776,2,2,1,5,3
1796,102,31,1039.4282038513654,4,4,2,10,1
1797,267,18,2346.596985015012,2,2,3,7,2
1798,214,23,3900.412693857779,3,3,4,10,1
1799,179,22,4697.083415348631,3,3,5,11,1
1800,88,43,3320.8581655809644,4,5,4,13,0
1801,41,18,2535.6548152959076,5,2,3,10,1
1802,76,40,1261.1525677850032,4,4,2,10,1
1803,46,47,3367.6111226741905,5,5,4,14,0
1804,160,41,4911.376381709001,3,5,5,13,0
1805,80,47,2386.3501529407827,4,5,3,12,1
1806,310,39,819.0879756605781,1,4,1,6,3
1807,86,20,525.6695014563511,4,2,1,7,2
1808,92,13,1353.5883511689174,4,2,2,8,2
1809,148,45,2851.515674916005,3,5,3,11,1
1810,161,1,4734.558452445731,3,1,5,9,2
1811,202,4,1502.8337644900919,3,1,2,6,3
1812,242,24,1533.9019451443062,2,3,2,7,2
1813,353,36,2411.0864989698402,1,4,3,8,2
1814,2,36,4593.526252144952,5,4,5,14,0
1815,225,45,2101.0847024395553,2,5,3,10,1
1816,289,2,1123.9146653860564,2,1,2,5,3
1817,233,28,824.023265759039,2,3,1,6,3
1818,77,26,2290.5066926696836,4,3,3,10,1
1819,116,23,4005.3804042934466,4,3,4,11,1
1820,154,15,1463.8484995747042,3,2,2,7,2
1821,103,36,2567.487969760908,4,4,3,11,1
1822,194,27,3019.01127938852,3,3,3,9,2
1823,166,6,2257.8473541729077,3,1,3,7,2
1824,359,35,966.534304352914,1,4,1,6,3
1825,90,39,4609.510932894928,4,4,5,13,0
1826,174,38,2831.591683820075,3,4,3,10,1
1827,122,35,3648.380575730289,4,4,4,12,1
1828,143,36,3183.854597135285,4,4,4,12,1
1829,106,10,4990.259628420593,4,1,5,10,1
1830,305,30,2286.9875708488935,1,3,3,7,2
1831,360,41,2130.612142762476,1,5,3,9,2
1832,317,38,1807.0979317891313,1,4,2,7,2
1833,123,29,1814.5260121079107,4,3,2,9,2
1834,9,43,1386.0933514790113,5,5,2,12,1
1835,262,39,4903.34432448127,2,4,5,11,1
1836,73,4,4355.20235116654,5,1,5,11,1
1837,359,5,1590.1982947365086,1,1,2,4,3
1838,223,4,1533.0929328026796,2,1,2,5,3
1839,41,36,526.6345960534235,5,4,1,10,1
1840,204,45,4386.38399394237,3,5,5,13,0
1841,264,16,1865.1125936247643,2,2,2,6,3
1842,328,25,2867.350806804188,1,3,3,7,2
1843,178,14,4502.884867115847,3,2,5,10,1
1844,348,11,2046.4222358862864,1,2,3,6,3
1845,318,29,4036.2715366799807,1,3,5,9,2
1846,84,34,2157.125274981298,4,4,3,11,1
1847,318,22,3507.695285698586,1,3,4,8,2
1848,111,14,2161.6101918889835,4,2,3,9,2
1849,251,24,1969.868081427916,2,3,2,7,2
1850,7,39,4953.639105413921,5,4,5,14,0
1851,84,26,3065.625711597839,4,3,4,11,1
1852,208,43,1843.2819962986664,3,5,2,10,1
1853,314,36,1296.519190663221,1,4,2,7,2
1854,22,39,208.4341874457857,5,4,1,10,1
1855,3,16,3535.766037841148,5,2,4,11,1
1856,127,38,1867.0655666943574,4,4,2,10,1
1857,297,32,4108.0582772560365,1,4,5,10,1
1858,188,6,1825.7036185053703,3,1,2,6,3
1859,362,34,1872.912670200901,1,4,2,7,2
1860,14,8,3898.1132219697133,5,1,4,10,1
1861,12,30,2452.438617195742,5,3,3,11,1
1862,87,27,4425.624905300951,4,3,5,12,1
1863,12,7,2954.7774259557145,5,1,3,9,2
1864,25,27,1210.8176194367388,5,3,2,10,1
1865,301,25,2845.676552957167,1,3,3,7,2
1866,243,46,29.96836291416308,2,5,1,8,2
1867,122,41,1568.8628998464087,4,5,2,11,1
1868,147,15,1047.6821790840752,3,2,2,7,2
1869,55,25,3274.397399458644,5,3,4,12,1
1870,238,22,688.8325316640271,2,3,1,6,3
1871,356,18,1457.5862593397508,1,2,2,5,3
1872,173,12,1663.2296860737429,3,2,2,7,2
1873,221,23,26.43321203078532,2,3,1,6,3
1874,119,45,243.36517558163993,4,5,1,10,1
1875,309,39,1562.5193786078382,1,4,2,7,2
1876,183,25,1119.558701427642,3,3,2,8,2
1877,288,10,593.3646256896262,2,1,1,4,3
1878,307,30,779.2666652062502,1,3,1,5,3
1879,300,10,4179.32943728663,1,1,5,7,2
1880,82,34,3419.764681808386,4,4,4,12,1
1881,211,46,2425.7464796982326,3,5,3,11,1
1882,150,13,4545.285133422293,3,2,5,10,1
1883,37,29,157.4684267986766,5,3,1,9,2
1884,352,38,1731.2253303596594,1,4,2,7,2
1885,312,41,4118.684750345254,1,5,5,11,1
1886,361,45,3145.162082980754,1,5,4,10,1
1887,59,9,4908.6202981150145,5,1,5,11,1
1888,131,13,4723.129467208164,4,2,5,11,1
1889,202,37,858.0130304641688,3,4,1,8,2
1890,243,14,4860.215116006401,2,2,5,9,2
1891,35,37,4728.2185820106215,5,4,5,14,0
1892,93,9,1874.3186159176753,4,1,2,7,2
1893,207,8,4914.572655527874,3,1,5,9,2
1894,353,39,188.86232009955805,1,4,1,6,3
1895,332,40,3307.145269017358,1,4,4,9,2
1896,305,3,1338.0775432793996,1,1,2,4,3
1897,350,47,656.020852010645,1,5,1,7,2
1898,213,40,2891.8992754697947,3,4,3,10,1
1899,159,33,1538.68803784412,3,4,2,9,2
1900,24,32,3337.4584656176435,5,4,4,13,0
1901,293,7,2704.5054500509573,1,1,3,5,3
1902,4,19,1969.0211105342107,5,2,2,9,2
1903,220,34,917.2925849613406,2,4,1,7,2
1904,364,14,3010.2384853861618,1,2,3,6,3
1905,20,47,4147.860841083003,5,5,5,15,0
1906,152,46,3004.0222978613133,3,5,3,11,1
1907,50,19,3056.507553310692,5,2,4,11,1
1908,177,26,2564.068447097364,3,3,3,9,2
1909,96,17,1947.3181854681754,4,2,2,8,2
1910,105,28,2292.7156277513955,4,3,3,10,1
1911,250,19,4947.813368029209,2,2,5,9,2
1912,117,27,3750.845825505398,4,3,4,11,1
1913,354,48,2158.491725260172,1,5,3,9,2
1914,228,19,2291.909035773057,2,2,3,7,2
1915,66,33,2503.1637186712137,5,4,3,12,1
1916,335,7,3299.9778299502764,1,1,4,6,3
1917,262,29,2335.1315887354185,2,3,3,8,2
1918,295,43,3434.0338010118244,1,5,4,10,1
1919,243,5,1652.647155172761,2,1,2,5,3
1920,186,30,2059.0917637854086,3,3,3,9,2
1921,246,49,4321.625092272197,2,5,5,12,1
1922,125,43,1651.2392169606978,4,5,2,11,1
1923,268,8,4822.539298543258,2,1,5,8,2
1924,131,42,870.7996854546158,4,5,1,10,1
1925,237,12,1215.9822803787915,2,2,2,6,3
1926,18,42,2323.76195626699,5,5,3,13,0
1927,40,13,3989.0695430162946,5,2,4,11,1
1928,21,26,3660.5616333653848,5,3,4,12,1
1929,225,18,880.5854278958047,2,2,1,5,3
1930,355,42,1191.0582795795062,1,5,2,8,2
1931,282,49,2880.5623153636793,2,5,3,10,1
1932,8,20,1482.8720790405278,5,2,2,9,2
1933,100,16,2117.4033691532213,4,2,3,9,2
1934,240,37,2438.104935680274,2,4,3,9,2
1935,87,3,2975.287566698519,4,1,3,8,2
1936,298,27,1262.7461089519343,1,3,2,6,3
1937,14,15,824.0693163392481,5,2,1,8,2
1938,334,34,1998.831305092192,1,4,2,7,2
1939,2,45,419.31086202944437,5,5,1,11,1
1940,293,22,2638.558203743652,1,3,3,7,2
1941,325,40,4199.629744582521,1,4,5,10,1
1942,41,23,603.6885405692658,5,3,1,9,2
1943,318,49,572.5253553263497,1,5,1,7,2
1944,316,4,410.2868163480872,1,1,1,3,3
1945,111,41,4240.827835911891,4,5,5,14,0
1946,14,23,412.71742569153344,5,3,1,9,2
1947,231,47,4917.47555656817,2,5,5,12,1
1948,84,9,1798.0731572901286,4,1,2,7,2
1949,130,24,1650.5231741209595,4,3,2,9,2
1950,231,21,467.2424429642756,2,3,1,6,3
1951,326,41,2932.3496510657,1,5,3,9,2
1952,145,46,2933.552239640431,4,5,3,12,1
1953,345,16,2474.0910781778125,1,2,3,6,3
1954,28,25,1561.99053460726,5,3,2,10,1
1955,66,26,1849.2186414264522,5,3,2,10,1
1956,163,49,1609.3119344319527,3,5,2,10,1
1957,229,45,2136.4705773197043,2,5,3,10,1
1958,261,9,1715.5226463513175,2,1,2,5,3
1959,164,15,3380.8314261275973,3,2,4,9,2
1960,301,39,1485.9744970128759,1,4,2,7,2
1961,303,33,1760.6827751573262,1,4,2,7,2
1962,287,1,2182.944825097849,2,1,3,6,3
1963,10,5,29.76955301179222,5,1,1,7,2
1964,195,9,2465.492045362251,3,1,3,7,2
1965,118,44,1286.5408179327437,4,5,2,11,1
1966,270,6,290.19076558234434,2,1,1,4,3
1967,80,28,4555.996280836326,4,3,5,12,1
1968,93,45,1618.8694820957905,4,5,2,11,1
1969,266,26,2136.1654657267945,2,3,3,8,2
