price,cost,sales,profitable
17.23,18.63,495,1
41.72,6.17,605,1
22.02,25.1,107,0
8.98,40.87,510,0
20.4,36.81,702,0
49.16,6.14,366,1
33.34,40.25,629,0
23.73,23.09,228,0
12.49,12.64,174,1
49.38,35.1,751,1
41.94,17.91,993,1
17.67,15.13,400,1
8.15,11.45,240,0
7.55,24.46,121,0
10.42,8.74,524,1
31.13,36.42,377,0
46.79,23.83,937,1
27.35,22.88,868,1
42.93,5.07,969,1
25.06,37.71,135,0
36.89,24.71,217,1
37.93,22.6,718,1
12.83,35.46,378,0
21.25,7.52,706,1
33.68,19.67,50,1
8.18,28.03,925,0
21.27,23.42,145,1
29.07,12.27,261,1
49.83,16.97,50,1
26.35,17.01,970,1
41.72,44.68,730,0
24.44,18.05,780,1
40.84,13.21,712,1
31.79,37.91,323,0
44.9,21.85,805,1
23.49,22.75,144,0
32.19,26.96,717,1
33.35,28.83,421,1
23.78,28.62,539,0
11.49,6.38,134,1
9.21,37.75,701,0
5.75,12.79,790,0
44.31,16.69,649,1
15.64,11.94,548,1
14.52,35.68,610,0
38.12,28.35,530,1
19.4,35.21,292,0
27.77,31.14,556,0
12.31,9.17,658,1
48.19,17.06,65,1
43.32,25.29,932,1
43.87,17.2,817,1
23.3,13.29,204,1
39.31,39.79,538,0
11.47,34.91,230,0
5.39,18.81,909,0
5.9,35.6,213,0
31.4,30.1,440,1
25.49,5.15,339,1
28.31,20.21,935,1
5.34,16.62,427,0
24.02,13.72,882,1
37.31,15.06,565,1
24.92,42.69,167,0
37.95,24.45,75,1
15.49,38.91,197,0
41.59,13.57,936,1
31.48,11.98,484,1
14.48,40.55,766,0
15.65,24.83,148,0
33.26,40.81,699,0
42.35,7.52,825,1
23.7,41.66,963,0
16.62,21.62,194,0
44.02,11.21,118,1
35.12,32.34,335,1
25.16,36.88,656,0
26.96,6.89,984,1
14.19,44.49,110,0
33.21,32.88,421,0
21.14,17.86,73,1
49.8,11.05,642,1
26.61,20.7,294,1
26.86,13.82,275,1
30.46,24.77,668,1
46.25,36.28,84,1
41.04,31.41,167,1
25.3,22.44,238,1
37.34,9.76,508,1
31.38,43.29,915,0
27.16,15.81,889,1
13.65,16.11,832,0
25.88,30.82,341,0
16.06,35.82,171,0
46.17,44.37,360,0
20.09,43.77,726,0
47.85,41.55,623,1
28.99,22.41,881,1
33.42,11.67,984,1
29.43,28.38,267,1
10.82,5.69,403,1
21.91,12.85,764,1
9.46,5.1,829,1
33.03,12.22,377,1
25.11,23.99,799,0
40.01,20.73,185,1
14.92,19.77,858,0
12.41,38.24,118,0
23.28,32.0,158,0
46.7,42.46,820,0
36.97,22.81,604,1
23.85,15.89,470,1
28.28,9.91,647,1
8.79,31.88,490,0
49.31,38.67,330,1
34.99,12.35,565,1
17.84,40.15,598,0
31.36,26.05,185,1
9.93,10.76,527,0
48.46,30.71,58,1
12.87,25.8,640,0
34.16,6.13,946,1
16.05,20.97,292,0
37.29,36.39,413,1
39.96,27.22,958,1
35.3,16.28,501,1
32.65,42.15,833,0
45.16,14.51,554,1
8.54,15.11,733,0
19.89,19.19,800,1
16.17,40.78,114,0
49.46,25.31,63,1
22.52,32.29,780,0
37.97,44.05,175,0
35.81,36.33,587,0
14.54,11.9,928,1
15.75,36.53,465,0
17.66,34.93,302,0
23.5,14.3,435,1
15.54,18.01,833,1
5.88,33.41,269,0
44.57,14.54,482,1
48.45,13.33,907,1
20.37,33.14,252,0
20.23,40.22,584,0
5.32,8.0,655,0
35.61,22.84,549,1
42.14,29.29,365,1
11.6,32.05,272,0
12.18,44.85,709,0
40.55,32.31,526,1
32.73,29.81,379,0
7.02,44.59,963,0
33.01,7.43,943,1
18.9,7.98,108,1
21.59,27.43,208,0
39.64,19.35,693,1
41.49,8.87,305,1
23.02,17.26,972,1
47.62,31.97,429,1
23.29,40.22,579,0
39.73,8.77,752,1
26.77,26.61,413,0
45.39,16.84,272,1
45.85,31.69,504,1
8.93,26.98,580,0
47.14,42.07,984,1
42.15,6.51,371,1
40.61,23.8,895,1
14.04,12.71,917,1
41.23,26.47,924,1
43.26,39.14,680,1
18.01,41.45,351,0
47.85,20.93,269,1
7.24,37.47,215,0
11.75,16.22,206,0
29.19,5.25,809,1
30.91,39.21,396,0
34.03,9.78,304,1
5.76,5.7,737,1
48.22,19.15,997,1
7.01,20.18,737,0
11.44,8.09,238,1
5.63,37.57,500,0
30.51,21.22,225,1
46.95,24.6,131,1
34.97,15.59,825,1
42.02,25.46,891,1
5.6,35.67,775,0
29.39,41.25,137,0
25.68,43.82,372,0
27.45,22.07,430,1
8.25,44.6,831,0
35.8,16.8,817,1
27.64,5.28,608,1
39.43,35.7,73,1
26.84,12.14,396,1
11.72,7.1,495,1
34.17,41.96,491,0
12.76,36.67,811,0
44.26,9.11,467,1
32.59,36.08,848,0
12.07,38.76,609,0
48.31,41.21,524,1
28.33,26.75,94,1
8.28,33.14,206,0
33.21,35.49,168,1
16.39,32.55,974,0
41.17,30.87,544,1
41.8,26.9,671,1
49.05,24.17,240,1
27.58,44.85,609,0
25.47,18.5,445,1
38.91,8.53,511,1
10.96,35.6,460,0
29.61,13.55,992,1
29.58,26.31,243,1
9.03,8.83,86,1
23.81,29.77,812,0
43.4,42.76,175,0
43.53,33.91,94,1
9.47,13.58,234,0
9.08,43.85,67,0
16.82,17.28,560,1
44.36,22.46,574,1
10.8,24.92,378,0
37.4,44.63,846,1
9.55,7.76,361,1
33.04,32.87,251,1
21.02,19.48,69,1
40.5,8.13,790,1
15.52,42.4,974,0
33.76,28.59,439,1
15.61,35.14,794,0
37.11,14.62,459,1
44.32,35.46,238,1
10.71,38.14,135,0
44.0,22.23,679,1
31.71,27.88,220,1
10.72,43.87,736,0
24.24,38.87,535,0
12.24,22.79,843,0
36.52,31.58,514,1
39.15,36.37,178,1
9.76,5.97,784,1
27.78,28.53,250,0
41.66,44.38,587,0
47.13,42.89,625,0
28.11,38.3,751,0
47.76,9.25,547,1
29.11,44.76,934,0
22.74,29.38,426,0
43.17,13.92,311,1
27.18,31.97,810,0
26.24,39.26,159,0
27.06,9.49,367,1
43.11,41.66,627,1
42.44,41.81,731,1
23.16,5.54,588,1
20.0,41.01,882,0
27.14,42.87,847,0
30.77,6.51,131,1
15.73,16.77,659,1
40.73,19.92,774,1
26.89,18.96,626,1
20.03,35.36,224,0
9.81,19.32,721,0
15.75,43.26,412,0
47.72,44.8,211,1
18.73,17.67,480,1
12.6,25.35,166,0
25.73,27.31,831,0
18.82,28.18,566,0
6.58,19.97,936,0
19.54,11.64,597,1
29.48,7.18,687,1
29.83,9.25,295,1
21.05,41.05,913,0
25.13,16.22,314,1
48.45,8.07,158,1
21.98,29.94,212,0
16.62,8.01,970,1
15.96,7.8,380,1
25.6,29.86,607,0
39.18,28.66,942,1
14.27,6.66,154,1
36.92,23.42,942,1
5.95,22.43,318,0
23.85,26.87,110,0
39.91,34.51,591,0
20.24,16.31,659,1
30.37,22.31,593,1
14.22,36.71,975,0
38.39,41.9,899,1
7.35,40.65,792,0
43.36,24.11,873,1
13.92,25.83,244,0
44.35,26.16,504,1
20.86,39.75,920,0
37.52,38.6,872,1
19.37,17.46,659,1
45.77,11.51,697,1
10.7,20.16,476,0
13.03,16.54,481,0
27.19,43.03,593,0
8.69,15.64,409,0
13.82,12.25,383,1
47.47,40.98,374,1
48.94,8.46,936,1
21.93,15.41,312,1
46.55,22.56,837,1
29.52,28.8,879,1
17.14,18.11,710,0
36.61,24.85,653,1
34.65,12.95,974,1
49.51,27.97,503,1
16.93,21.31,599,0
35.24,38.97,475,0
7.34,21.63,666,0
10.11,22.75,436,0
5.18,28.69,214,0
49.98,9.93,578,1
41.1,11.27,722,1
40.4,36.61,571,1
27.94,15.94,598,1
18.5,32.39,176,0
11.81,8.9,466,1
17.81,37.87,812,0
21.92,44.53,333,0
39.03,19.95,776,1
29.28,25.22,219,1
8.49,22.71,681,0
5.81,40.77,415,0
9.6,5.4,107,1
23.47,31.14,737,0
46.99,31.09,944,1
33.68,20.3,547,1
41.08,13.77,484,1
25.99,14.59,415,1
21.27,37.02,955,0
9.88,7.64,953,1
44.42,27.55,577,1
40.24,17.27,796,1
12.57,15.61,273,0
28.05,25.23,111,1
26.93,40.91,482,0
33.13,29.72,926,1
47.58,36.54,650,1
31.09,29.03,918,1
29.31,32.91,704,0
7.26,22.3,577,0
7.83,42.04,258,0
13.43,25.08,76,0
6.46,27.07,608,0
38.45,26.0,203,1
37.55,17.65,505,1
11.12,14.25,474,0
42.62,7.95,410,1
11.97,33.73,700,0
18.55,16.57,140,1
16.2,20.57,570,0
21.75,41.8,231,0
16.46,27.66,572,0
27.0,8.88,568,1
23.33,36.98,589,0
49.4,15.25,111,1
7.52,27.11,725,0
11.4,25.4,676,0
7.38,14.52,122,0
33.16,9.63,148,1
7.45,13.45,752,0
42.64,8.89,356,1
28.04,16.03,254,1
28.72,44.89,865,0
30.27,21.08,629,1
12.69,39.56,315,0
13.9,26.97,427,0
19.35,31.66,587,0
31.71,11.25,944,1
14.46,15.99,500,0
10.23,25.42,803,0
48.66,40.25,998,1
5.99,6.72,988,0
41.12,25.28,706,1
40.46,7.04,930,1
18.37,23.27,716,0
11.1,30.15,327,0
11.55,34.79,669,0
36.38,10.54,597,1
33.93,11.66,505,1
40.22,23.8,850,1
47.19,44.92,523,1
36.14,19.24,912,1
12.01,22.1,230,0
15.95,22.3,956,0
42.9,8.23,304,1
14.42,35.97,398,0
8.26,15.12,718,0
36.65,33.15,983,0
23.11,24.0,406,1
46.4,29.47,172,1
34.26,7.16,363,1
9.07,40.6,320,0
47.65,14.75,231,1
16.64,31.8,804,0
20.17,36.92,751,0
23.1,26.6,106,0
7.31,18.49,689,0
27.34,44.12,128,0
10.55,16.14,632,0
23.04,42.95,107,0
20.78,11.25,482,1
39.78,20.57,998,1
41.14,10.54,555,1
11.9,5.09,846,1
21.49,15.41,466,1
21.8,8.49,607,1
11.81,44.45,804,0
40.93,35.47,615,1
36.83,5.15,769,1
13.57,13.95,915,0
21.5,31.8,134,0
9.76,20.94,568,0
33.27,38.27,541,0
10.46,25.19,334,0
49.37,31.15,698,1
40.13,28.88,98,1
22.56,30.53,888,0
31.04,14.2,895,1
46.01,19.93,399,1
29.93,7.03,905,1
12.85,28.51,484,0
22.04,23.37,531,0
42.94,35.43,953,1
33.99,13.26,360,1
34.28,22.47,429,1
44.01,12.23,754,1
45.23,29.56,531,1
46.39,38.92,645,1
9.27,35.62,144,0
29.49,42.77,576,0
38.32,43.87,740,0
39.06,35.88,83,1
32.3,16.47,630,1
12.51,13.77,807,1
40.88,22.9,263,1
37.41,44.76,61,1
8.88,21.51,734,0
25.87,12.96,720,1
12.83,42.77,871,0
20.19,20.44,782,0
5.81,32.64,199,0
23.01,36.53,289,0
29.74,38.73,121,0
32.88,37.85,241,0
34.86,38.45,877,0
42.63,31.71,278,1
14.7,21.15,333,0
10.42,31.69,966,0
43.32,38.47,508,1
12.05,19.03,380,0
48.86,16.86,520,1
42.91,18.75,283,1
27.54,27.05,382,1
49.16,7.1,92,1
9.38,36.16,460,0
18.64,10.55,840,1
33.72,10.31,804,1
20.75,12.91,146,1
46.78,28.08,422,1
7.95,16.42,651,0
29.72,19.72,284,1
31.59,42.27,469,0
34.37,38.89,146,0
16.5,39.09,934,0
21.41,28.11,343,0
42.97,39.66,833,1
13.77,36.14,635,0
42.21,43.13,988,1
30.32,7.57,301,1
39.3,6.15,417,1
37.11,12.0,90,1
14.34,42.16,349,0
30.6,29.22,997,1
44.05,22.04,834,1
24.45,25.51,357,0
48.5,38.18,348,1
25.35,42.16,840,0
11.43,34.19,50,0
22.52,35.39,142,0
47.83,17.82,330,1
19.39,23.68,567,0
44.06,40.41,507,1
44.66,36.44,537,1
20.76,32.37,871,0
8.75,7.61,895,1
37.61,6.58,456,1
19.02,10.22,324,1
40.23,28.26,998,1
24.92,26.46,976,0
26.84,42.71,536,0
40.01,32.79,152,1
22.21,16.76,855,1
24.94,11.46,452,1
21.93,38.98,156,0
21.53,23.38,434,1
28.67,31.14,279,1
41.4,27.61,254,1
21.28,9.3,426,1
28.59,7.28,227,1
35.18,20.08,147,1
17.12,19.46,619,0
17.49,31.95,386,0
47.0,30.29,977,1
37.56,43.76,226,0
30.97,39.32,659,0
34.15,24.86,786,1
6.32,25.0,797,0
32.81,31.97,141,0
27.93,9.56,989,1
29.56,45.0,300,0
21.17,25.75,974,0
8.67,41.4,551,0
13.7,43.69,406,0
47.78,28.27,265,1
23.39,9.13,481,1
26.0,27.93,897,0
7.37,28.91,766,0
6.69,36.57,587,0
37.27,6.93,184,1
29.21,23.65,93,1
27.89,41.91,703,0
15.94,44.65,101,0
38.51,12.66,721,1
12.57,39.82,922,0
13.55,10.85,764,1
25.73,38.65,977,0
17.88,16.09,124,1
16.14,43.39,901,0
34.04,32.82,234,1
34.29,20.96,101,1
42.1,16.24,979,1
23.8,14.41,288,1
8.29,32.23,675,0
17.31,40.83,750,0
49.1,35.2,111,1
31.83,38.39,807,0
36.94,36.26,775,1
5.33,44.17,381,0
28.32,35.31,920,0
6.69,13.41,208,0
30.62,36.66,462,0
46.43,17.88,336,1
48.58,44.83,573,1
29.32,20.07,852,1
25.62,16.71,362,1
47.53,14.57,730,1
35.31,31.34,76,1
7.92,9.37,960,0
25.96,43.14,527,0
15.81,16.77,888,0
26.14,16.82,981,1
25.5,6.84,415,1
31.2,14.84,457,1
21.05,21.76,387,1
12.39,19.78,457,0
27.67,15.92,125,1
42.36,6.63,717,1
34.88,17.02,124,1
20.23,36.13,308,0
47.1,22.55,406,1
46.05,16.63,564,1
14.42,17.19,334,0
6.77,27.18,465,0
38.36,17.09,103,1
42.24,30.23,471,1
48.55,44.58,272,1
45.04,6.65,489,1
32.02,11.75,882,1
28.85,12.16,790,1
6.25,22.88,710,0
16.1,6.66,799,1
25.68,24.1,602,1
33.28,42.16,795,0
30.08,5.46,581,1
38.42,19.6,295,1
17.59,35.44,621,0
30.42,11.18,764,1
8.97,8.1,507,1
23.61,30.23,232,0
38.76,5.4,308,1
36.2,37.07,685,0
49.58,7.67,935,1
17.51,25.97,319,0
27.42,34.61,862,0
19.83,14.68,670,1
24.83,9.14,400,1
43.56,12.02,788,1
35.79,39.19,237,0
44.71,33.23,551,1
14.16,12.92,226,1
44.3,33.64,442,1
7.69,33.34,487,0
44.99,44.91,887,1
19.81,20.66,398,0
19.16,39.59,869,0
28.04,22.86,543,1
47.33,40.91,112,0
7.15,8.66,806,0
20.85,12.01,229,1
43.55,39.0,583,0
22.82,37.77,360,0
13.96,17.22,674,0
24.12,28.87,159,0
22.35,20.31,564,1
46.19,5.41,307,1
39.29,6.04,748,1
27.73,7.17,589,1
49.48,28.76,470,1
25.94,16.17,297,1
7.62,10.76,502,0
16.8,42.65,58,0
24.62,9.85,751,1
12.06,31.96,337,0
47.64,40.77,514,1
39.51,11.55,124,1
17.07,13.59,151,1
31.59,27.95,560,1
37.47,25.34,340,1
47.36,25.84,608,1
44.67,27.19,963,1
28.18,43.0,597,0
39.86,7.15,708,1
30.3,35.42,172,0
29.87,14.3,714,1
10.16,19.95,479,0
10.68,8.57,365,1
28.83,22.83,170,1
17.1,37.17,281,0
5.95,8.95,656,0
37.53,16.02,72,1
6.46,19.92,939,0
31.79,9.16,676,1
29.26,35.49,511,0
48.6,36.48,716,1
26.79,38.44,724,0
7.86,28.36,638,0
29.83,25.29,341,1
42.85,15.5,777,1
49.86,31.21,658,1
24.37,22.78,930,1
19.41,43.83,248,0
45.8,43.73,186,1
13.61,41.21,419,0
32.69,19.4,70,1
23.26,19.72,209,1
6.85,39.11,371,0
20.63,34.17,349,0
16.94,33.17,682,0
35.87,16.18,522,1
47.7,38.33,754,1
17.06,28.18,508,0
41.52,22.87,385,1
7.49,39.62,776,0
29.22,20.77,704,1
8.17,31.16,716,0
47.03,23.64,65,1
39.49,28.71,351,1
34.61,6.62,530,1
42.08,23.44,408,1
34.14,27.26,761,1
48.6,24.71,993,1
37.13,38.9,626,1
46.61,17.44,68,1
28.27,40.36,651,0
10.27,21.14,598,0
28.77,32.78,747,0
10.71,8.47,488,1
31.66,13.01,358,1
26.71,35.45,96,0
33.02,5.49,180,1
5.45,43.74,137,0
13.77,12.63,391,1
27.11,41.05,111,0
47.77,25.64,178,1
22.26,27.58,88,0
24.1,8.37,890,1
37.16,19.61,210,1
32.17,11.25,840,1
18.45,26.04,723,0
23.49,27.03,98,1
14.8,33.39,686,0
48.47,40.13,994,1
10.88,23.73,788,0
21.73,14.33,354,1
6.16,18.34,443,0
14.98,38.88,401,0
40.12,10.83,883,1
14.05,30.09,120,0
8.6,5.52,884,1
26.35,14.83,808,1
5.45,28.66,509,0
8.81,23.26,88,0
41.34,24.74,987,1
39.72,31.42,149,1
46.18,14.38,524,1
43.45,16.23,562,1
35.74,32.38,735,1
7.35,26.53,725,0
40.23,5.58,941,1
43.05,31.81,733,1
40.96,29.8,592,1
27.88,8.14,146,1
15.48,34.9,671,0
43.04,25.88,747,1
37.72,13.19,437,1
49.13,27.37,561,1
12.01,28.82,102,0
15.15,41.8,522,0
14.53,34.69,664,0
40.66,17.08,910,1
13.41,9.73,234,1
8.0,39.13,250,0
49.94,38.84,127,1
6.12,12.01,297,0
42.59,7.49,483,1
21.44,33.47,822,0
42.87,33.9,869,1
29.96,12.09,962,1
45.57,31.73,81,1
46.68,16.16,695,1
5.41,15.42,502,0
8.39,17.98,654,0
16.27,25.82,555,0
35.12,37.18,430,1
44.97,24.95,909,1
25.7,16.92,443,1
32.31,40.36,456,0
13.48,7.2,930,1
41.22,36.88,230,1
48.53,36.38,366,1
17.09,15.14,708,1
27.27,12.93,693,1
8.88,39.99,991,0
30.16,27.35,721,1
27.63,6.84,901,1
11.5,40.63,351,0
24.89,18.96,623,1
20.03,18.69,909,1
28.48,30.73,359,0
31.35,31.45,941,1
5.38,19.13,917,0
39.25,10.73,776,1
37.09,27.09,884,1
21.48,30.01,841,0
7.38,39.41,627,0
38.97,24.38,579,1
47.98,30.83,802,1
15.81,7.18,657,1
19.56,40.78,609,0
13.27,18.09,991,0
30.96,30.29,609,1
11.97,41.64,879,0
21.03,37.42,289,0
36.37,30.51,271,1
30.21,33.14,791,0
22.39,41.84,716,0
23.91,37.48,623,0
30.29,29.39,151,1
5.26,31.35,430,0
8.53,10.89,407,0
44.66,23.81,383,1
8.5,17.04,882,0
36.81,22.28,357,1
46.4,31.49,50,1
17.18,10.97,995,1
21.67,5.7,601,1
30.6,20.88,633,1
44.68,17.89,194,1
47.39,21.82,50,1
38.28,42.25,639,1
8.9,33.28,540,0
35.11,18.1,541,1
23.46,12.17,766,1
26.18,29.74,975,0
7.21,31.3,766,0
13.6,24.34,884,0
40.57,13.51,552,1
25.43,6.14,583,1
18.57,15.63,852,1
22.28,23.29,873,1
43.45,36.52,431,1
38.7,39.15,959,1
17.25,21.52,281,0
10.29,36.84,606,0
16.34,44.73,903,0
46.43,33.66,338,1
31.17,34.14,445,0
29.01,41.38,969,0
31.84,18.53,758,1
21.47,5.45,954,1
41.32,44.48,179,1
28.55,24.62,364,0
10.25,36.43,559,0
10.81,37.5,912,0
29.16,20.9,799,1
47.15,26.65,846,1
18.88,26.6,782,0
44.13,13.81,551,1
39.38,9.71,872,1
16.15,26.74,911,0
6.64,9.81,199,0
9.58,18.84,936,0
37.78,12.44,774,1
13.99,33.28,666,0
21.71,39.88,738,0
27.58,28.12,445,1
37.65,21.41,760,1
10.1,44.87,266,0
23.29,5.85,953,1
26.83,17.17,530,1
29.34,16.15,577,1
41.83,19.25,217,1
12.73,14.22,222,0
41.35,15.57,625,1
36.18,15.31,752,1
30.01,25.23,740,1
36.48,20.64,286,1
23.54,30.57,59,0
11.23,25.58,125,0
34.96,12.34,263,1
28.61,37.4,170,0
33.77,23.89,222,1
20.21,11.13,902,1
45.81,11.68,617,1
31.43,36.88,279,0
8.84,33.12,634,0
25.24,25.26,773,0
39.04,17.24,62,1
40.74,23.42,113,1
27.26,30.46,676,1
45.26,40.17,777,0
17.05,27.23,719,0
23.48,16.07,869,1
45.44,6.71,675,1
45.33,12.02,615,1
35.86,31.01,874,1
43.65,11.42,579,1
8.99,24.26,586,0
43.92,32.96,742,1
19.43,17.33,837,1
13.02,31.76,572,0
15.77,28.24,729,0
23.81,22.56,531,0
16.3,40.89,968,0
19.43,32.68,651,0
11.07,19.42,136,0
18.33,37.17,546,0
30.75,34.52,475,0
24.88,36.67,736,0
20.6,30.64,105,0
38.59,20.17,850,1
45.21,18.94,778,1
39.06,31.17,659,1
19.94,10.24,843,1
38.5,37.8,920,1
11.84,19.81,374,0
10.86,30.21,590,0
20.55,24.96,527,0
41.35,25.77,926,1
16.09,34.52,365,0
7.85,30.07,982,0
10.93,15.01,550,0
43.64,7.97,714,1
33.52,38.61,156,0
16.39,40.4,733,0
29.99,11.58,467,1
28.74,17.38,170,1
34.49,16.29,61,1
15.49,42.5,398,0
43.9,13.19,600,1
18.92,11.66,196,1
36.24,12.27,708,1
5.73,34.19,78,0
21.77,40.52,755,0
20.83,20.73,651,0
29.46,10.44,542,1
8.27,28.43,406,0
40.56,13.4,929,1
14.8,7.57,804,1
35.47,40.45,275,0
41.14,39.83,783,0
30.28,44.04,381,0
38.34,23.96,581,1
34.78,16.76,914,1
21.0,35.79,826,0
41.4,12.22,563,1
18.26,14.73,205,1
30.7,15.23,595,1
38.54,43.06,326,1
22.05,34.19,388,0
18.62,10.35,767,1
25.67,8.71,386,1
41.81,38.71,489,0
46.85,37.09,438,1
29.53,31.84,390,0
34.77,12.84,839,1
45.65,24.21,748,1
9.43,29.11,985,0
15.44,42.29,133,0
36.9,11.78,240,1
42.07,25.62,977,1
43.57,11.31,350,1
23.68,22.75,388,1
9.02,13.01,781,0
24.7,38.45,520,0
15.38,15.19,82,1
18.1,21.68,515,0
39.75,21.31,340,1
8.4,39.65,351,0
42.24,35.31,688,1
24.25,7.3,534,1
31.82,7.68,923,1
9.03,27.05,725,0
20.18,22.11,413,0
9.04,16.02,751,0
48.27,36.7,132,1
41.33,10.15,779,1
25.68,43.96,917,0
15.06,5.96,412,1
47.01,9.73,75,1
20.51,17.45,696,1
12.24,25.37,392,0
30.34,13.65,694,1
47.47,34.45,422,1
5.17,19.3,776,0
15.72,6.54,977,1
47.23,40.11,896,1
12.7,42.75,524,0
10.1,29.74,130,0
30.66,37.26,389,0
43.78,9.84,769,1
26.47,15.75,673,1
49.76,18.01,539,1
35.56,43.43,172,0
8.33,25.49,495,0
49.68,5.3,973,1
23.36,20.21,942,1
17.93,5.31,784,1
30.1,14.51,171,1
18.69,23.19,129,0
8.89,17.94,689,0
5.06,6.31,383,0
25.23,9.65,123,1
42.66,27.04,499,1
30.75,32.82,786,1
49.96,21.18,346,1
17.91,34.26,135,0
17.62,11.53,883,1
12.19,9.88,753,1
12.38,38.58,824,0
17.83,18.57,549,0
40.68,22.29,986,1
45.76,42.9,172,1
48.88,21.96,688,1
15.45,5.14,478,1
44.66,42.52,989,1
19.77,5.56,591,1
10.08,31.49,983,0
44.15,17.92,216,1
33.62,23.82,708,1
12.41,26.89,815,0
24.34,21.34,480,1
17.93,35.97,87,0
38.16,42.23,450,1
25.4,8.46,662,1
49.52,37.01,640,1
7.46,10.15,803,0
20.98,8.21,151,1
26.69,43.23,540,0
27.64,24.57,916,1
19.22,11.1,821,1
37.82,27.8,724,1
44.36,15.53,946,1
47.24,23.57,514,1
41.23,29.99,646,1
43.28,39.77,671,0
29.77,5.12,491,1
42.16,13.57,455,1
18.66,8.85,438,1
22.93,8.88,237,1
19.26,42.83,799,0
26.03,42.44,85,0
17.85,34.97,919,0
48.27,30.72,954,1
19.08,38.92,261,0
9.41,7.34,415,1
28.71,9.78,362,1
7.57,17.68,923,0
9.97,38.3,552,0
14.87,23.89,926,0
25.9,25.14,645,1
24.5,14.17,139,1
40.99,30.94,693,1
38.28,40.51,356,1
24.18,18.18,984,1
20.02,29.77,645,0
19.24,18.28,155,1
39.83,36.71,741,1
7.34,24.0,252,0
5.58,18.58,376,0
40.8,21.8,360,1
26.47,8.65,669,1
10.89,39.64,80,0
15.6,43.32,99,0
46.96,24.1,953,1
43.68,13.85,136,1
36.94,31.59,929,1
26.7,23.1,704,1
28.41,15.09,114,1
48.89,6.54,800,1
48.46,40.59,827,1
14.69,36.87,986,0
41.5,38.16,649,1
13.88,22.59,384,0
14.61,35.13,930,0
35.42,28.25,225,1
23.23,19.99,710,1
46.92,38.71,519,1
9.01,44.95,73,0
28.02,40.97,712,0
46.33,36.05,374,1
45.69,34.9,850,1
12.04,31.01,85,0
21.5,39.14,970,0
32.86,24.72,281,1
12.17,12.27,747,0
48.56,35.72,651,1
46.16,41.78,371,1
12.51,18.65,275,0
10.45,36.32,848,0
8.84,15.95,409,0
45.92,42.7,989,1
13.71,32.34,240,0
23.73,27.77,222,0
25.2,36.19,644,0
31.96,37.53,682,0
8.23,40.69,515,0
15.2,41.04,937,0
46.92,7.11,739,1
45.88,9.92,884,1
40.16,38.04,248,1
5.87,42.84,904,0
19.72,17.31,790,1
33.26,5.34,178,1
17.38,17.91,803,1
45.93,20.31,888,1
33.53,35.44,391,0
8.24,6.9,132,1
45.91,13.51,911,1
48.1,40.76,186,1
8.5,11.19,660,0
28.96,35.37,551,0
18.65,19.45,212,1
22.68,31.51,190,0
13.08,7.95,715,1
31.01,16.46,222,1
48.11,21.99,228,1
27.64,39.29,909,0
8.73,27.54,202,0
32.9,6.81,617,1
20.31,37.07,856,0
43.52,7.18,692,1
24.56,42.37,508,0
13.68,13.47,527,0
13.6,24.52,614,0
39.59,7.89,978,1
16.95,27.47,623,0
39.53,24.89,787,1
14.26,21.41,154,0
19.48,6.42,756,1
25.95,40.16,886,0
47.44,37.11,949,1
46.93,30.32,249,1
14.31,27.89,364,0
21.12,32.8,962,0
11.72,10.76,455,1
27.95,42.31,727,0
25.73,16.39,777,1
45.53,31.26,336,1
46.85,29.27,866,1
22.26,30.46,997,0
27.13,40.16,930,0
45.33,16.84,415,1
41.3,34.96,266,1
5.16,28.94,599,0
19.4,8.04,814,1
23.98,21.57,354,1
15.34,38.52,779,0
13.98,17.61,149,0
6.7,24.29,460,0
33.95,24.55,584,1
16.81,29.72,389,0
7.36,40.36,332,0
15.39,11.94,642,1
41.09,25.18,703,1
43.32,21.97,180,1
26.74,16.84,153,1
23.72,41.78,588,0
49.0,5.33,751,1
14.03,9.88,301,1
14.69,34.33,831,0
18.13,15.54,781,1
12.77,33.93,733,0
22.07,38.29,74,0
45.99,15.18,238,1
32.69,12.68,252,1
23.54,10.81,557,1
47.05,13.0,101,1
7.18,15.69,701,0
14.46,39.75,555,0
30.46,35.8,517,0
32.7,5.07,807,1
6.78,39.96,467,0
23.14,8.15,840,1
34.21,31.21,964,1
36.41,11.06,169,1
33.72,7.49,789,1
19.43,35.39,541,0
9.21,23.69,306,0
24.22,28.96,507,0
10.79,22.01,242,0
47.64,7.69,687,1
26.38,34.58,182,0
19.28,37.81,234,0
39.48,6.66,199,1
27.41,20.03,476,1
18.95,27.29,307,0
41.54,29.21,506,1
44.02,28.13,797,1
35.29,32.72,440,0
7.11,43.67,929,0
30.48,20.62,326,1
39.35,27.26,376,1
11.14,32.96,620,0
15.29,28.7,826,0
44.71,20.47,169,1
5.91,29.96,985,0
38.87,31.0,634,1
26.32,28.4,300,0
25.1,13.2,164,1
5.32,25.24,994,0
41.87,40.37,445,0
21.19,39.74,541,0
29.33,35.03,661,0
35.48,32.89,634,1
36.62,11.13,187,1
48.02,23.38,674,1
28.91,9.44,635,1
22.99,37.69,797,0
47.92,16.64,834,1
33.89,35.67,791,0
18.42,37.58,309,0
10.69,40.7,625,0
42.91,35.15,705,1
